,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
0,Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86831939212055,7.23496401714239,10.0265075232903,10.6347325992922,29.6201647679732,29.8476084366247,25.258151974793,24.4304808408508,22.996440677966103,22.1866145457262,21.641889536630803,21.500661228597803,19.6215339841423,19.652588647701197,25.5476787954831,25.382489719465198,24.975514500763197,24.9090656084111,24.510542626238102,24.964530995391396,24.7667063373996,25.613714951886,24.750133212291104,24.8767058452315,24.182702245145002,23.922412101710897
1,Andorra,AND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.374494941585491,6.61635376646809,7.145696603114719,7.57644628099174,8.00143389286327,8.018180706127,7.73765678028626,7.484094811812071,7.15914044635813,7.2088285229202,7.08812774706672,6.5534765451645,6.35086830509673,6.296124556157731,6.04917284788357,6.1247704900555595,5.9686854699608896
2,Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0460678750472635,0.053614942588308,0.0737813379864149,0.0742513682185121,0.0863165425400968,0.10149860729729099,0.10767396986513,0.12378238142082801,0.115547383485899,0.0868628168461064,0.150358548261921,0.166114845751107,0.130820142126379,0.136339953523864,0.15572512253408402,0.16902708219389498,0.15489502633430702,0.18311830759532102,0.163346970897513,0.16867348792417902,0.13323027092032302,0.15263974403787697,0.165879121664236,0.20546269900183997,0.237642948463422,0.301734199171867,0.274729697632186,0.275560305000947,0.252079156325973,0.239131208213811,0.221826763797517,0.19497123158647198,0.103775745455101,0.0927611026464462,0.0831835378107592,0.0756464650933235,0.0685918498095162,0.0618143486821932,0.0570508678938691,0.0437225883240311,0.0396443700468076,0.0314347557566158,0.0416412114461905,0.0461076124049689,0.0407273663448916,0.0548548300184902,0.0658159680411251,0.0881410538805383,0.158961557957085,0.24907352959175502,0.30293638839022996,0.42526210494041705
3,Angola,AGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.10435710106389,0.0847184061519349,0.21602534255535,0.206877060796923,0.21617413273309,0.20608895885100198,0.265164145789731,0.16665858884814902,0.275655471214261,0.451125604452011,0.568588577407697,0.5297449610843721,0.6841202936344339,0.7230550434319499,0.703873436197644,0.6211988911735401,0.450116911989137,0.471248793545669,0.7013599210795609,0.692097154214032,0.651061684496374,0.621382804088045,0.5279307627319461,0.560374447276187,0.53035103110477,0.48240053137906,0.464973712301845,0.565431153429145,0.486503528149711,0.4629078369155061,0.39807582223731897,0.38069483436137197,0.37292141233192294,0.47369113823006304,0.307601077536334,0.84430598774821,0.781484777478837,0.5348312996472651,0.515117027342679,0.6270722955916329,0.633625298649187,0.625351712298906,0.786223278204629,0.543083666763623,1.0866048972276,1.06941718451386,1.2008771474231201,1.31109648310951,1.3694247693973798,1.43087337329642,1.4016541694671003,1.3540075295675502
4,Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.25819492789657,1.3741860465116298,1.43995596379167,1.1816811441597501,1.11174195966673,1.1660990427345501,1.3330554645866202,1.3637463001081598,1.51955127697956,1.5589675720986997,1.75323990542637,1.9894979233065502,2.51591439803203,2.30389741687392,1.8490066907107903,1.91063363704144,2.01358456245734,2.2758763913610496,2.53062504042839,2.8982085175824905,1.93505831031996,2.69302391440235,2.62485678513424,2.6832399189862,2.69429137362284,2.65801538201043,2.66535622064854,2.41406081518223,2.3315985305199702,2.7832430746143904,2.27838682724882,1.21567685709825,0.735198129742205,0.7260627889617499,0.6013469529258599,0.654537133005248,0.636625312930768,0.490365059535664,0.560271437384331,0.9601644118685859,0.9781746808946641,1.0533041759403798,1.22954070946998,1.4126971959616001,1.3762127350435502,1.41249821101668,1.29154796900433,1.5075358154515601,1.58011328280597,1.53317809380571,1.5156320534592802,1.6070377102568898
5,Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.6439635478877049,0.6855008818152378,0.7611481986597121,0.8751242880951859,0.9992481410965071,1.1660751882066498,1.2736175993463401,1.3333053644129098,1.5484035639942801,1.79544563024165,1.8082706726493099,2.00295146730493,2.12149452127734,2.4115287068088396,2.28850349454314,2.1994294640074705,2.5869102379005895,2.6502249371301003,2.76245598797314,2.8626870564445697,3.09155162088256,2.9294116090357103,2.72333073190486,2.81811275768597,2.9852695298863305,3.06695923904397,3.29071772588335,3.2052265285339,3.30433871256284,3.26832095247881,3.20390720499559,3.28409368014573,3.48391715220611,3.7153282434804304,3.73503093020673,3.47329138079086,3.3644022652056402,3.1680274686056804,3.3604981657155095,3.3397009024817206,3.7174027962191403,3.5834329426139804,3.57992168956555,3.7977995735236205,4.0942688415581,4.20678891094678,4.28559479253471,4.1811534817636,4.37357334728226,4.575251289800611,4.76491188011468,4.72449969733611
6,United Arab Emirates,ARE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.11878590247484101,0.108936970837253,0.163355310049893,0.175712369026323,0.132650846476631,0.146369696243963,0.15935856764156303,5.33673689174006,6.708216413400099,99.84043877997759,64.7628889625118,76.9888755633086,72.37388333965909,80.0120447308547,69.31589696159739,58.4839788053043,63.742797616272604,53.6569311156272,54.16332122302071,39.4775612717742,36.295325775554204,33.7176354029062,31.8277229500456,29.011556997364202,36.238132655563895,36.9705161233471,33.0185544280933,31.3978173669232,29.9693971884325,31.824900401082395,28.7111602918754,29.7988432931387,28.794559126385497,31.007790915110604,32.6728328570005,30.057581678433102,16.6385567117257,16.047240311033402,29.8106307406987,27.1739536396379,36.904101073791,31.5160990283931,24.956551445761104,29.4670889001538,28.4814369917089,25.9145872267054,23.954519164110103,23.1950669705995,23.033600467932402,21.102295616996,20.120957282549,20.433837619560197
7,Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.3674730316466697,2.44261566522037,2.52239210450438,2.31635579664918,2.53837965018193,2.6417144627327596,2.7926539228379204,2.8581625461943196,2.96985521815595,3.27585030105915,3.45115922196339,3.6500781689833905,3.63785836633653,3.73079111779821,3.7266991115640598,3.6418224976239104,3.76877393124555,3.74987111478078,3.7627502305726,3.99873369712254,3.86885292971875,3.5749676124392598,3.5670865433521404,3.5720419726007404,3.56014217750819,3.31032728821864,3.37724521848064,3.66916872512268,3.82044580815879,3.62920212863063,3.4407108030800098,3.5253836847229905,3.60858224101162,3.4771604758031702,3.5693656777681806,3.50187484901336,3.6481903578866,3.7583870219218,3.7987818300847698,3.9698758629857998,3.80697572496415,3.5395326879456603,3.2533126707616202,3.47503504028703,4.03240701268705,4.111634824046529,4.40452504186811,4.49683365506291,4.74417840089585,4.42796011269101,4.34227205162182,4.56204851225823
8,Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17467416263878,0.859706564999037,0.901718661995056,1.08308924156414,0.821584565571898,1.04482523874541,1.09434274410384,0.9885119366996141,1.1265294538730601,1.1576079497104,0.9988058081239829,1.12917350037215,1.2045669802398,1.44373095511419,1.45963690821378,1.69475525891389,1.8686110286656001,1.46996097242582,1.4229983775918702,1.67165692267883
10,Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.6706168504599399,0.860440770355396,1.82337376356307,1.47017501045879,1.56709401709402,2.52035941193234,5.72799171297971,9.108061030289349,15.671932379384598,19.5590060180074,7.068212761400661,6.41219210708794,5.5655680380924,4.855381627729059,6.24920253441119,10.219499516266401,5.78043048350577,6.631858507896269,6.969109888239631,5.76923731095772,2.03429538697885,1.52463082437276,4.25467730239304,1.24107537008152,2.19373943735698,3.79283280603553,3.85970126151227,4.33219393863021,4.57363522978029,4.6157793664369695,4.85726747003521,4.6416234057553,4.56684112620992,4.6920053030770195,4.68362133734035,4.7212980438631105,4.59386433198092,4.67056152397829,4.49690052017357,4.58127852079799,4.43923861528951,4.36481284505901,4.536211420717231,4.80448432710373,4.98099561908025,4.974311148791861,5.0962895515593,5.561524698745219,5.6283186877563,5.906292004634991,6.011268671259731,5.8238043379617
